views,mature,life_time,created_at,updated_at,numeric_id,dead_account,language,affiliate,community_label_leiden
21935,1,1361,2015-01-20,2018-10-12,69004,0,FR,1,1
21840890,1,2357,2012-04-29,2018-10-12,21428,0,ZH,0,6
4879,0,1237,2015-05-24,2018-10-12,148708,0,FR,1,1
807,0,2337,2012-05-11,2018-10-04,168021,0,ZH,0,6
8544,1,1310,2015-03-12,2018-10-12,14705,0,DE,0,0
383,0,1224,2015-06-02,2018-10-08,152059,0,ES,0,2
20776,0,1607,2014-05-14,2018-10-07,98848,0,FR,1,1
84361,0,1903,2013-07-27,2018-10-12,87059,0,NO,1,53
71913,1,1473,2014-09-30,2018-10-12,65007,0,ES,1,2
1678083,0,2348,2012-05-08,2018-10-12,127916,0,SV,0,53
2347,0,1345,2015-02-05,2018-10-12,131683,0,IT,0,38
16038,1,885,2016-05-10,2018-10-12,98589,0,RU,1,3
6329,1,1509,2014-08-25,2018-10-12,53063,0,RU,1,3
4334,0,1553,2014-07-12,2018-10-12,127645,0,IT,1,38
1204578,0,1464,2014-10-09,2018-10-12,141701,0,RU,0,3
56070,1,1750,2013-12-27,2018-10-12,131984,0,FR,1,1
8176,1,1286,2015-04-05,2018-10-12,157949,0,FR,0,1
3368,0,1264,2015-04-26,2018-10-11,34821,0,PL,0,59
8159,1,2020,2013-03-19,2018-09-29,145798,0,FR,0,1
6210,1,1530,2014-08-01,2018-10-09,137740,0,RU,0,3
8646,0,704,2016-11-07,2018-10-12,74393,0,KO,1,36
73226,0,2684,2011-06-07,2018-10-12,143801,0,ZH,1,6
3583,1,1964,2013-05-27,2018-10-12,139532,0,ZH,1,6
9735,0,1024,2015-12-22,2018-10-11,144456,0,ES,0,2
30427,0,1014,2016-01-02,2018-10-12,37657,0,TH,1,86
2363,1,2214,2012-09-19,2018-10-12,4379,0,FR,1,1
19502,0,1443,2014-10-29,2018-10-11,18106,0,FR,1,1
13345,0,1324,2015-02-26,2018-10-12,159433,0,PL,1,59
542152,0,2577,2011-09-22,2018-10-12,69454,0,JA,0,44
29799,0,1694,2014-02-21,2018-10-12,155566,0,JA,1,44
3717,0,1251,2015-05-04,2018-10-06,144293,0,ES,0,2
56260,1,1524,2014-08-10,2018-10-12,138678,0,RU,1,3
1669,0,1664,2014-03-11,2018-09-30,145678,0,EN,0,0
1411,0,1823,2013-10-13,2018-10-10,37354,0,DE,0,0
1481,0,2116,2012-12-21,2018-10-07,143780,0,ZH,0,6
23893,0,2365,2012-03-21,2018-09-11,39510,0,ZH,0,6
2344,0,3045,2010-06-06,2018-10-07,78864,0,ZH,0,6
1687,0,1941,2013-06-19,2018-10-12,141361,0,ZH,0,6
211,0,307,2017-12-07,2018-10-10,118937,0,ES,0,2
14122,0,1869,2013-06-01,2018-07-14,132956,0,EN,0,53
58604,1,2787,2011-02-24,2018-10-12,39256,0,RU,1,3
40597,0,2118,2012-12-24,2018-10-12,33159,0,RU,1,3
5955,0,2127,2012-12-05,2018-10-02,41108,0,RU,0,3
17489,0,1077,2015-10-31,2018-10-12,35057,0,JA,1,44
5783,1,985,2016-01-31,2018-10-12,18277,0,EN,1,53
23219,0,664,2016-12-01,2018-09-26,66908,0,FR,1,1
2371,0,1943,2013-06-15,2018-10-10,114588,0,FR,0,1
9527,1,930,2016-03-26,2018-10-12,17106,0,DE,1,0
46246,0,1727,2014-01-19,2018-10-12,31714,0,DE,1,0
398244,0,1408,2014-12-04,2018-10-12,52538,0,TR,1,80
15886,1,248,2018-02-06,2018-10-12,59915,0,DE,1,0
667,0,1191,2015-06-27,2018-09-30,19306,0,ES,0,2
8797330,0,1290,2015-04-01,2018-10-12,18200,0,ZH,0,6
13926,1,1328,2015-02-22,2018-10-12,136982,0,FR,1,1
167968,0,539,2017-04-21,2018-10-12,117090,0,TR,1,80
11042,0,776,2016-08-25,2018-10-10,120662,0,JA,0,44
7253376,0,2547,2011-10-22,2018-10-12,48811,0,EN,0,53
890,0,1895,2013-07-02,2018-09-09,113144,0,KO,0,36
7591,0,1297,2015-03-25,2018-10-12,1435,0,ZH,0,6
29563,0,603,2017-02-16,2018-10-12,26279,0,ES,1,2
85674,1,2378,2012-04-08,2018-10-12,112888,0,FR,1,1
102126,0,921,2016-04-04,2018-10-12,40019,0,TH,0,86
12525,1,1882,2013-08-17,2018-10-12,31808,0,FI,1,93
2082,0,451,2017-07-17,2018-10-11,140817,0,ES,0,2
6744,1,2044,2013-02-21,2018-09-27,167589,0,DE,1,0
55543,0,1282,2015-04-08,2018-10-11,93833,0,ES,1,2
9790,1,1866,2013-09-02,2018-10-12,45112,0,ES,1,2
598,1,1806,2013-10-15,2018-09-25,75430,0,IT,0,38
224,0,889,2016-04-28,2018-10-04,80756,0,FR,0,1
4051,0,1011,2016-01-03,2018-10-10,146081,0,RU,1,3
5506,1,1529,2014-08-03,2018-10-10,81382,0,FR,1,1
77203,0,724,2016-10-18,2018-10-12,112406,0,KO,0,36
39273,1,1355,2015-01-26,2018-10-12,101432,0,DE,1,0
14683,0,374,2017-10-03,2018-10-12,20089,0,RU,0,3
2402,0,1946,2012-12-15,2018-04-14,38063,1,OTHER,0,3
684,1,2039,2013-03-02,2018-10-01,166633,0,DE,0,0
238,0,192,2018-03-29,2018-10-07,137113,0,ES,0,2
58193,1,2911,2010-10-23,2018-10-12,102081,0,ZH,1,6
8290,1,1331,2015-02-15,2018-10-08,84832,0,DE,1,0
32690,0,777,2016-08-26,2018-10-12,24712,0,FR,1,1
5358,0,786,2016-08-15,2018-10-10,28687,0,RU,0,3
361,0,1928,2013-05-16,2018-08-26,91344,0,EN,0,44
19774,0,1168,2015-08-01,2018-10-12,111481,0,FR,0,1
469,0,682,2016-11-28,2018-10-11,133819,0,RU,0,3
4390,0,1617,2014-05-09,2018-10-12,127892,0,FR,0,1
439587,1,2023,2013-03-29,2018-10-12,66133,0,FI,1,93
110920,1,1420,2014-11-22,2018-10-12,19910,0,PT,0,13
1325,0,836,2016-06-28,2018-10-12,55494,0,JA,0,44
31130,1,2079,2013-02-01,2018-10-12,54921,0,PT,1,13
554,1,1359,2015-01-22,2018-10-12,47512,0,DE,0,0
1026,0,1595,2014-05-24,2018-10-05,106528,0,DE,0,0
10825,1,1106,2015-10-02,2018-10-12,147478,0,DE,1,0
6901,0,730,2016-10-12,2018-10-12,107786,0,KO,1,36
9466,0,683,2016-11-28,2018-10-12,142478,0,RU,1,3
6961,1,882,2016-05-13,2018-10-12,162165,0,DE,1,0
1549,1,2380,2012-04-03,2018-10-09,25940,0,FR,0,1
1628,0,483,2017-06-16,2018-10-12,104719,0,FR,0,1
48891,0,1959,2013-06-01,2018-10-12,71108,0,RU,1,3
10268,1,601,2017-02-18,2018-10-12,56926,0,PL,1,59
2196,0,214,2018-03-12,2018-10-12,79233,0,DE,1,0
8808,0,791,2016-08-12,2018-10-12,81819,0,RU,0,3
5374,1,711,2016-10-31,2018-10-12,64458,0,FR,1,1
3004,0,421,2017-08-17,2018-10-12,92376,0,ES,1,2
349586,0,2870,2010-12-03,2018-10-12,111161,0,ZH,1,6
94674,1,1438,2014-11-04,2018-10-12,54321,0,DE,1,0
7561,1,905,2016-04-20,2018-10-12,126429,0,RU,1,3
25450,1,855,2016-06-08,2018-10-11,153882,0,PT,1,13
2639,0,1955,2013-04-30,2018-09-06,49559,0,FR,0,1
6246,0,1785,2013-11-19,2018-10-09,106237,0,DE,0,0
173168,0,1994,2013-04-27,2018-10-12,121834,0,FR,0,1
14217,0,1122,2015-09-16,2018-10-12,109526,0,PL,1,59
39267,0,2207,2012-09-26,2018-10-12,118677,0,PL,1,59
46551,0,1815,2013-10-23,2018-10-12,165063,0,RU,1,3
5315,0,638,2017-01-11,2018-10-11,167335,0,DE,1,0
81,0,1465,2014-06-14,2018-06-18,118174,1,PT,0,13
2800762,0,1864,2013-09-04,2018-10-12,126396,0,TR,0,80
3209,1,1187,2015-07-11,2018-10-10,116697,0,ZH,0,6
5926,0,748,2016-09-21,2018-10-09,92064,0,NL,1,91
722,0,1671,2014-03-14,2018-10-10,57050,0,FR,0,1
5010,1,1760,2013-12-17,2018-10-12,11743,0,DE,1,0
10966,0,1202,2015-06-23,2018-10-07,158543,0,PT,0,13
7057,0,788,2016-08-09,2018-10-06,8194,0,FR,1,1
43720,1,391,2017-09-16,2018-10-12,124909,0,DE,1,0
25407,1,450,2017-07-19,2018-10-12,32476,0,DE,1,0
132226,0,2494,2011-12-14,2018-10-12,108874,0,ES,0,2
596986,1,1152,2015-08-17,2018-10-12,164130,0,DE,0,0
29277,0,1667,2014-03-20,2018-10-12,33597,0,TR,0,80
7309842,0,2418,2012-02-28,2018-10-12,4540,0,PT,0,13
4538,0,1638,2014-04-18,2018-10-12,156161,0,CS,0,95
5179,0,596,2017-02-20,2018-10-09,43671,0,RU,1,3
26511,0,1990,2013-04-08,2018-09-19,97294,0,PL,0,59
19032,1,1181,2015-07-19,2018-10-12,110376,0,DE,1,0
103,0,215,2018-01-31,2018-09-03,97162,0,ES,0,2
746,0,870,2016-04-16,2018-09-03,88480,0,FR,0,1
1453,0,441,2017-07-28,2018-10-12,41138,0,FR,1,1
1364,0,251,2018-01-27,2018-10-05,48979,0,PT,1,13
2459,1,1479,2014-09-23,2018-10-11,52870,0,RU,0,3
7747,0,670,2016-12-11,2018-10-12,96395,0,ZH,1,6
308061,0,2579,2011-09-20,2018-10-12,74457,0,NO,0,53
7495,0,1515,2014-08-17,2018-10-10,137356,0,DE,1,0
613,0,815,2016-07-17,2018-10-10,19593,0,FR,0,1
6826,0,1643,2014-04-11,2018-10-10,133555,0,RU,1,3
13033,0,273,2018-01-12,2018-10-12,611,0,KO,1,36
3101,1,896,2016-04-29,2018-10-12,44775,0,DE,0,0
1891,0,2763,2011-03-17,2018-10-09,73203,0,ZH,0,6
1188,1,1797,2013-11-10,2018-10-12,47674,0,DE,0,0
6103,0,2564,2011-09-21,2018-09-28,130417,0,PT,0,13
648357,1,2742,2011-04-10,2018-10-12,14259,0,DE,1,0
54469,0,864,2016-05-31,2018-10-12,1930,0,IT,1,38
35318,1,1185,2015-07-15,2018-10-12,166879,0,DE,1,0
744,0,1749,2013-12-15,2018-09-29,47761,0,ZH,0,6
4673,0,1542,2014-07-20,2018-10-09,119366,0,RU,1,3
20152,0,1976,2013-05-14,2018-10-11,33204,0,DE,1,0
656945,1,1657,2014-03-30,2018-10-12,3436,0,ZH,0,6
25833,0,564,2017-03-27,2018-10-12,73752,0,ES,1,2
15001,0,2192,2012-06-29,2018-06-30,74582,1,EN,0,6
5286,1,872,2016-05-23,2018-10-12,47177,0,DE,1,0
108210,0,1590,2014-06-05,2018-10-12,11083,0,RU,0,3
4216,1,1060,2015-11-17,2018-10-12,14524,0,RU,0,3
1718,0,1004,2016-01-10,2018-10-10,49215,0,FR,0,1
2837,0,1162,2015-08-03,2018-10-08,160164,0,ZH,0,6
769,0,1727,2013-11-18,2018-08-11,151009,0,FR,0,1
2130,0,1172,2015-07-26,2018-10-10,37447,0,DE,1,0
78419,0,1600,2014-05-26,2018-10-12,162066,0,ES,0,2
2718,0,966,2016-02-18,2018-10-11,1358,0,DE,1,0
7556,0,2065,2013-01-20,2018-09-16,121555,0,EN,0,59
12056,0,1891,2013-08-08,2018-10-12,657,0,SV,0,53
1648,0,353,2017-10-23,2018-10-11,159338,0,TR,0,80
13418,0,877,2016-05-18,2018-10-12,42290,0,RU,0,3
1000,0,562,2017-03-20,2018-10-03,44789,0,ES,0,2
10929,0,716,2016-10-26,2018-10-12,26734,0,RU,1,3
5867,0,1248,2015-05-11,2018-10-10,47368,0,FR,0,1
4773,0,362,2017-10-15,2018-10-12,86336,0,DE,1,0
13452,1,2178,2012-10-25,2018-10-12,151306,0,DE,1,0
53097,1,3262,2009-11-05,2018-10-11,57706,0,ZH,1,6
1027,0,1092,2015-09-24,2018-09-20,36866,0,DE,0,0
894,0,1144,2015-08-05,2018-09-22,150646,0,DE,0,0
40009,0,2285,2012-07-06,2018-10-08,70853,0,ZH,0,6
10589,0,2020,2013-04-01,2018-10-12,144637,0,IT,1,38
301868,0,1352,2015-01-29,2018-10-12,70179,0,ZH,0,6
7891,0,661,2016-12-20,2018-10-12,141408,0,TH,1,86
115588,0,1158,2015-08-11,2018-10-12,19250,0,PT,0,13
5378,0,1799,2013-11-08,2018-10-12,22702,0,EN,0,114
1764,0,1710,2014-02-04,2018-10-11,162120,0,ES,1,2
40553,0,3005,2010-07-18,2018-10-09,163586,0,ZH,1,6
2210,1,356,2017-10-21,2018-10-12,37306,0,DE,1,0
147422,1,1937,2013-06-23,2018-10-12,94169,0,FR,1,1
12900,0,2301,2012-06-19,2018-10-07,38392,0,PL,1,59
2798,0,1952,2013-06-08,2018-10-12,54108,0,RU,1,3
1073,1,1430,2014-11-11,2018-10-11,86149,0,DE,1,0
7391,0,1352,2015-01-17,2018-09-30,69696,0,JA,1,44
26964,0,1570,2014-06-25,2018-10-12,14797,0,FR,1,1
2680772,0,1885,2013-08-14,2018-10-12,141727,0,ZH,0,6
1373,1,370,2017-09-11,2018-09-16,33016,0,DE,0,0
3792,0,2093,2013-01-16,2018-10-10,25851,0,PL,1,59
308,0,2779,2010-11-01,2018-06-11,113510,1,ES,0,2
16109,1,2497,2011-12-10,2018-10-11,147781,0,PT,0,13
814347,0,2248,2012-08-16,2018-10-12,161877,0,RU,0,3
1292,1,1301,2015-03-20,2018-10-11,16395,0,FI,1,93
16516,0,300,2017-12-13,2018-10-09,19723,0,DE,0,0
3013,0,1723,2012-12-28,2017-09-16,38961,1,CS,0,95
291352,0,2280,2012-07-15,2018-10-12,91151,0,PL,0,59
15929,1,585,2017-03-06,2018-10-12,40636,0,ES,1,2
12024,0,711,2016-10-31,2018-10-12,94817,0,KO,1,36
3025,1,1155,2015-08-12,2018-10-10,13248,0,FR,0,1
121089,0,1224,2015-06-05,2018-10-11,50680,0,JA,0,44
1757,0,1213,2015-06-09,2018-10-04,114859,0,FR,0,1
4507,0,1018,2015-12-29,2018-10-12,75160,0,PT,1,13
1002,1,1877,2013-08-04,2018-09-24,54566,0,PL,0,59
75594,0,393,2017-09-12,2018-10-10,33770,0,TR,1,80
919,0,425,2017-08-02,2018-10-01,25163,0,EN,0,13
15156,1,2209,2012-09-23,2018-10-11,143775,0,PL,1,59
176,0,1251,2015-01-10,2018-06-14,64342,1,DE,0,0
652,0,1574,2014-01-30,2018-05-23,76913,1,DE,0,0
367,0,1334,2015-02-14,2018-10-10,6860,0,DE,0,0
56323,1,2771,2011-03-12,2018-10-12,70190,0,DE,1,0
36040,0,2342,2012-05-14,2018-10-12,132815,0,RU,1,3
87012,1,1613,2014-05-12,2018-10-11,118616,0,SV,1,53
2584,0,1187,2015-07-13,2018-10-12,27945,0,DE,0,0
18543,1,969,2016-02-16,2018-10-12,63886,0,PT,1,13
4225,0,347,2017-10-30,2018-10-12,147910,0,RU,1,3
2337,0,493,2017-06-06,2018-10-12,75878,0,TR,0,80
9289,0,1337,2015-02-13,2018-10-12,60730,0,DE,1,0
37087,1,2080,2013-01-31,2018-10-12,45552,0,RU,1,3
64511,1,1278,2015-03-24,2018-09-22,117467,0,ES,1,2
485,0,1212,2015-03-30,2018-07-24,152894,0,ES,0,2
780,0,1118,2015-09-03,2018-09-25,12835,0,FR,0,1
37678,1,1876,2013-08-22,2018-10-11,44974,0,PT,1,13
47017,0,3274,2009-10-25,2018-10-12,52285,0,OTHER,0,6
2988,0,687,2016-11-24,2018-10-12,45591,0,ES,1,2
2294,1,301,2017-12-15,2018-10-12,39554,0,DE,1,0
14105,1,981,2016-01-05,2018-09-12,10134,0,ES,0,2
1825,0,2414,2012-03-03,2018-10-12,25682,0,JA,0,44
16643,1,1481,2014-09-22,2018-10-12,43816,0,FR,1,1
1021824,0,1804,2013-10-31,2018-10-09,69647,0,NL,0,91
6439,0,724,2016-10-18,2018-10-12,33410,0,IT,1,38
1411,0,762,2016-09-10,2018-10-12,67707,0,DE,0,0
7828,0,1781,2013-11-26,2018-10-12,158268,0,RU,1,3
2661782,1,1002,2016-01-14,2018-10-12,146505,0,ZH,0,6
348,0,785,2016-08-16,2018-10-10,45453,0,EN,0,36
3600,0,476,2017-06-23,2018-10-12,4459,0,JA,0,44
6774,0,424,2017-07-28,2018-09-25,65067,0,IT,1,38
38540,1,1333,2015-02-17,2018-10-12,82653,0,DE,1,0
9921600,0,616,2017-02-03,2018-10-12,75473,0,RU,0,3
10983,1,1354,2015-01-25,2018-10-10,55230,0,DE,0,0
53763,1,2019,2013-04-02,2018-10-12,154105,0,DE,1,0
1691,0,1566,2014-06-29,2018-10-12,156515,0,RU,0,3
7502,1,1340,2015-02-10,2018-10-12,127125,0,TR,1,80
0,0,929,2011-11-21,2014-06-07,100865,1,OTHER,0,1
885,1,269,2018-01-16,2018-10-12,28342,0,DE,0,0
386,0,1321,2015-03-01,2018-10-12,63679,0,FR,0,1
12550,0,1715,2014-01-31,2018-10-12,79278,0,ZH,0,6
4434,0,1663,2014-03-24,2018-10-12,80290,0,EN,1,3
1730,1,1253,2015-05-08,2018-10-12,39296,0,DE,0,0
5512,0,459,2017-07-10,2018-10-12,120882,0,PT,1,13
371923,0,678,2016-12-03,2018-10-12,64704,0,DE,0,0
1285991,0,731,2016-10-11,2018-10-12,85502,0,HU,0,114
482907,0,1582,2014-06-13,2018-10-12,36189,0,RU,0,3
13014,0,1885,2013-08-14,2018-10-12,86963,0,FR,1,1
2907,1,2438,2012-02-08,2018-10-12,133750,0,DE,1,0
2015,1,689,2016-11-10,2018-09-30,105236,0,PT,1,13
149,0,1133,2015-08-01,2018-09-07,46996,0,EN,0,1
20488,1,1469,2014-10-04,2018-10-12,39356,0,DE,1,0
35750,0,1067,2015-11-08,2018-10-10,41325,0,TR,1,80
14872,0,2367,2012-04-15,2018-10-08,9820,0,PL,0,59
7470,0,1780,2013-11-26,2018-10-11,3079,0,PT,1,13
11778,0,1811,2013-09-01,2018-08-17,125138,0,RU,1,3
5084,0,1246,2015-05-14,2018-10-11,31133,0,ZH,0,6
20743,0,772,2016-08-31,2018-10-12,28258,0,DE,1,0
65958,1,1267,2015-04-24,2018-10-12,23473,0,ES,1,2
3053,1,1597,2014-05-28,2018-10-11,50835,0,ZH,0,6
7288,0,927,2016-03-26,2018-10-09,40141,0,RU,1,3
30078,1,1551,2014-07-12,2018-10-10,139801,0,FR,1,1
5522,1,1130,2015-09-06,2018-10-10,6388,0,DE,1,0
2154,0,1870,2013-08-27,2018-10-10,17922,0,PT,1,13
11723,0,1537,2014-07-28,2018-10-12,126745,0,ES,1,2
1689693,0,2234,2012-08-30,2018-10-12,75279,0,FR,0,1
5804,0,815,2016-07-14,2018-10-07,46822,0,DE,0,0
1337,0,499,2017-05-25,2018-10-06,9591,0,DE,0,36
11008,1,1769,2013-12-08,2018-10-12,14037,0,PT,1,13
3493,1,803,2016-07-30,2018-10-11,102480,0,DE,0,0
137076,0,726,2016-10-16,2018-10-12,23353,0,PT,1,13
1174997,0,2279,2012-07-16,2018-10-12,163680,0,ZH,0,6
3488,0,1767,2013-12-08,2018-10-10,124760,0,ES,1,2
204,0,691,2016-11-10,2018-10-02,95680,0,ES,0,2
685,0,595,2017-02-24,2018-10-12,39124,0,DE,1,0
287629,0,1287,2015-04-04,2018-10-12,142657,0,RU,0,3
6457,0,1914,2013-07-15,2018-10-11,84752,0,RU,1,3
14820,0,1828,2013-10-02,2018-10-04,65189,0,FR,1,1
84584,1,1214,2015-06-16,2018-10-12,135724,0,ES,0,2
11429,1,2231,2012-07-31,2018-09-09,22938,0,DE,0,0
2358,0,328,2017-11-18,2018-10-12,25970,0,JA,0,44
353,0,3290,2009-09-22,2018-09-25,69715,0,ES,0,2
50881,0,2019,2013-04-02,2018-10-12,42615,0,FR,1,1
8719,0,1789,2013-11-18,2018-10-12,58366,0,PL,1,59
319,0,338,2017-11-08,2018-10-12,154156,0,DE,0,0
7377,0,663,2016-12-18,2018-10-12,11391,0,TH,1,86
13393,0,536,2017-04-24,2018-10-12,88892,0,KO,1,36
6392,0,571,2017-03-19,2018-10-11,46541,0,IT,1,38
1004,0,459,2017-07-09,2018-10-11,107880,0,ES,1,2
5827,0,1034,2015-12-13,2018-10-12,800,0,JA,1,44
720994,0,1459,2014-10-14,2018-10-12,15189,0,ES,0,2
3949,1,2451,2012-01-24,2018-10-10,43019,0,FR,1,1
3735,1,1017,2015-12-30,2018-10-12,129416,0,ES,0,2
20480,0,2591,2011-09-06,2018-10-10,25720,0,FR,0,1
1868705,0,1558,2014-07-07,2018-10-12,65944,0,ES,0,2
4920,0,226,2018-02-27,2018-10-11,98298,0,PT,1,13
3423,0,1437,2014-10-29,2018-10-05,141790,0,PT,1,13
70132,0,373,2017-10-04,2018-10-12,65243,0,KO,0,36
442,1,1639,2014-04-17,2018-10-12,58990,0,DE,0,0
2394,1,1512,2014-08-22,2018-10-12,28884,0,DE,0,0
2955,0,1945,2013-06-13,2018-10-10,146077,0,ES,1,2
424576,0,2009,2013-04-12,2018-10-12,159973,0,EN,0,53
150585,1,883,2016-05-12,2018-10-12,66111,0,FR,1,1
1861,1,1471,2014-07-21,2018-07-31,151054,0,ES,0,2
883987,1,1836,2013-10-02,2018-10-12,56220,0,DE,0,0
778767,0,2376,2012-04-10,2018-10-12,27021,0,IT,0,38
3850,0,2318,2012-06-07,2018-10-12,135180,0,DE,0,0
17249,0,1631,2014-04-22,2018-10-09,19875,0,DE,1,0
39154,1,1671,2014-03-16,2018-10-12,70669,0,FR,1,1
7440,0,232,2018-02-20,2018-10-10,77520,0,KO,1,36
81920,1,2919,2010-10-15,2018-10-12,121546,0,ZH,1,6
32232,0,1341,2015-02-09,2018-10-12,70931,0,RU,1,3
6379,1,2306,2012-06-18,2018-10-11,126910,0,DE,1,0
60319,1,471,2017-06-28,2018-10-12,115385,0,ES,1,2
5420,1,277,2018-01-07,2018-10-11,72718,0,FR,1,1
149,1,2076,2012-11-27,2018-08-04,146312,0,FR,0,1
9362112,0,1877,2013-08-22,2018-10-12,151200,0,ES,0,2
3441,0,938,2016-03-18,2018-10-12,117517,0,ZH,1,6
2054,0,1078,2015-10-12,2018-09-24,136386,0,DE,0,0
2484,0,1428,2014-11-11,2018-10-09,59157,0,ES,1,2
27240,1,2033,2013-03-19,2018-10-12,108098,0,FR,1,1
9953,0,2001,2013-04-19,2018-10-11,98901,0,EN,1,53
431,1,841,2016-05-28,2018-09-16,162195,0,DE,0,0
1006,1,388,2017-09-16,2018-10-09,4632,0,DE,0,0
3747,0,681,2016-11-14,2018-09-26,90016,0,SV,1,53
75472,1,1700,2014-02-15,2018-10-12,149037,0,FR,1,1
674791,0,759,2016-09-13,2018-10-12,159120,0,KO,0,36
139,0,773,2016-08-18,2018-09-30,161752,0,DE,0,0
581,1,1000,2015-10-11,2018-07-07,144212,1,DE,0,0
4073,0,1742,2014-01-04,2018-10-12,65493,0,ES,1,2
22864,1,1367,2015-01-14,2018-10-12,7795,0,FR,1,1
1273,0,1587,2014-06-07,2018-10-11,113545,0,FR,0,1
3182,0,1210,2015-06-20,2018-10-12,78869,0,ES,0,2
146,0,1118,2015-09-20,2018-10-12,1462,0,DE,0,0
524937,0,1664,2014-03-23,2018-10-12,126640,0,FI,1,93
1296,1,558,2017-04-02,2018-10-12,81775,0,DE,0,0
8456,0,1943,2013-06-17,2018-10-12,29947,0,RU,1,3
137130,1,1766,2013-12-10,2018-10-11,144775,0,RU,0,3
9282,1,1816,2013-09-23,2018-09-13,25971,0,ZH,0,6
17315463,1,1594,2014-06-01,2018-10-12,113197,0,HU,0,114
5199,1,1757,2013-12-18,2018-10-10,134539,0,ES,1,2
2107,0,1766,2013-12-11,2018-10-12,83117,0,PT,0,13
7582,1,634,2017-01-16,2018-10-12,30254,0,IT,1,38
3466,0,596,2017-02-22,2018-10-11,98221,0,KO,0,36
180,0,2068,2012-08-03,2018-04-02,113661,1,ES,0,2
944,1,1535,2014-07-30,2018-10-12,98578,0,ES,0,2
44731,0,1087,2015-10-21,2018-10-12,18848,0,PL,1,59
31765,1,1061,2015-11-11,2018-10-07,111403,0,RU,0,3
219204,0,803,2016-07-31,2018-10-12,16359,0,TH,0,86
106087,0,1313,2015-03-09,2018-10-12,107552,0,ZH,1,6
1717,0,947,2016-03-06,2018-10-09,101972,0,ES,0,2
430435,1,819,2016-07-15,2018-10-12,62035,0,DE,0,0
183741,0,1269,2015-04-22,2018-10-12,69755,0,FR,0,1
7169,1,1158,2015-08-11,2018-10-12,1562,0,RU,1,3
8573888,0,2787,2011-02-24,2018-10-12,146110,0,ZH,0,6
45286,1,2234,2012-08-23,2018-10-05,5809,0,PL,1,59
103092,0,1196,2015-07-04,2018-10-12,154040,0,TR,1,80
5516,0,800,2016-08-03,2018-10-12,46071,0,ES,1,2
4357,0,702,2016-11-08,2018-10-11,158890,0,DE,1,0
4188,0,2218,2012-08-30,2018-09-26,37594,0,FR,0,1
47983,0,1964,2013-05-27,2018-10-12,77032,0,FR,1,1
2329,0,1763,2013-12-12,2018-10-10,146281,0,HU,1,114
132,0,1709,2014-01-28,2018-10-03,78651,0,FR,0,1
8735,1,1386,2014-12-23,2018-10-09,61919,0,DE,0,0
640,0,1485,2014-09-14,2018-10-08,40411,0,IT,0,38
1867,1,2512,2011-11-25,2018-10-11,60358,0,ES,0,2
2774,0,1483,2014-09-14,2018-10-06,109967,0,DE,0,0
1249,1,3262,2009-10-27,2018-10-02,145984,0,ZH,0,6
8800,0,1942,2013-06-08,2018-10-02,76378,0,RU,1,3
1381,0,1767,2013-12-08,2018-10-10,140746,0,JA,0,44
1668557,0,2599,2011-08-31,2018-10-12,125017,0,PL,0,59
1844,1,531,2017-04-29,2018-10-12,136642,0,EN,0,1
1563,0,1075,2015-11-01,2018-10-11,48189,0,EN,0,2
589007,1,614,2017-02-05,2018-10-12,17308,0,TR,0,80
71800,1,1223,2015-06-07,2018-10-12,32791,0,DE,1,0
5982,0,1179,2015-07-21,2018-10-12,147907,0,PT,1,13
9638,0,1511,2014-08-23,2018-10-12,123595,0,ES,1,2
2679,0,1890,2013-08-05,2018-10-08,114474,0,ES,0,2
1261,0,1481,2014-09-14,2018-10-04,37502,0,FR,0,1
2799,0,1668,2014-03-14,2018-10-07,139558,0,ES,1,2
31927,0,1485,2014-09-18,2018-10-12,38154,0,ES,1,2
66068,0,2143,2012-11-26,2018-10-09,156,0,ZH,1,6
62740,0,2248,2012-08-16,2018-10-12,111070,0,RU,1,3
54718,1,1724,2014-01-22,2018-10-12,135356,0,DE,0,0
6718,1,381,2017-09-26,2018-10-12,145722,0,DE,1,0
43000,1,2239,2012-08-23,2018-10-10,144600,0,DE,0,0
501,1,1082,2015-10-13,2018-09-29,96181,0,FR,0,1
23793,0,2988,2010-08-03,2018-10-08,25471,0,ZH,0,6
437,0,1453,2014-09-13,2018-09-05,50673,0,DE,0,0
15685,1,2602,2011-08-27,2018-10-11,152876,0,DE,1,0
596,0,1709,2014-01-05,2018-09-10,98602,0,ZH,0,6
4574,0,1784,2013-11-18,2018-10-07,58057,0,ES,0,2
402,0,883,2016-03-24,2018-08-24,150920,0,FR,0,1
130235,1,820,2016-07-14,2018-10-12,49131,0,CS,1,95
1366,0,386,2017-08-15,2018-09-05,8081,0,PT,1,13
9027,1,755,2016-08-30,2018-09-24,143428,0,DE,1,0
182397,0,949,2016-03-07,2018-10-12,108953,0,KO,0,36
2928,1,1930,2013-06-28,2018-10-10,137045,0,ES,1,2
53320,0,949,2016-03-07,2018-10-12,138481,0,FR,1,1
5084,0,1718,2014-01-28,2018-10-12,4444,0,KO,0,36
5406,0,900,2016-04-25,2018-10-12,127368,0,RU,0,3
3101,0,773,2016-08-26,2018-10-08,72437,0,DE,1,0
